//X Y Z Nx Ny Nz
182
-0.00128844 0.07330549 1.99518418 -0.001012 0.037461 0.999298
0.07517424 -0.01736221 1.99492300 0.037765 -0.009186 0.999244
-0.33024076 -0.04824243 1.96786404 -0.166775 -0.024154 0.985699
-0.42068544 -0.28969699 1.93247378 -0.210373 -0.145841 0.966682
-0.02594877 -0.33768776 1.96696651 -0.012531 -0.169741 0.985409
-0.36456507 0.45891190 1.90692520 -0.183087 0.231197 0.955525
0.03146039 -0.52961016 1.92638171 0.015800 -0.266168 0.963797
0.78520030 0.49961114 1.76406324 0.395143 0.249014 0.884225
-0.78025717 0.10353564 1.83369398 -0.389853 0.051892 0.919414
-0.72107649 -0.56839865 1.76853871 -0.361745 -0.286694 0.887100
0.73417622 -0.26984221 1.83645034 0.367771 -0.134618 0.920121
0.99657381 0.26157525 1.71133006 0.501177 0.129289 0.855632
-1.13242900 0.38296607 1.59636021 -0.568237 0.193475 0.799797
-0.99898845 -0.41413909 1.67140651 -0.501081 -0.207396 0.840181
-0.38159886 -1.10553205 1.61346006 -0.189975 -0.554727 0.810054
-0.17694774 -1.01537526 1.70621169 -0.086596 -0.509637 0.856020
0.73454750 -0.83937699 1.65007091 0.368817 -0.422636 0.827860
1.03333664 -0.63166296 1.58857596 0.519945 -0.316419 0.793433
-0.68262917 1.14422977 1.48389602 -0.341736 0.574959 0.743397
-1.09849846 0.78445989 1.46115494 -0.553651 0.392649 0.734368
-1.17888153 0.41840056 1.54942071 -0.592063 0.211782 0.777566
-0.73186922 -0.97731119 1.57451761 -0.365542 -0.491147 0.790666
-0.48830020 -1.29265475 1.43278277 -0.244528 -0.648395 0.720965
0.53952867 -1.08970094 1.58129835 0.269016 -0.549044 0.791316
1.26757813 -0.37601656 1.49128377 0.636938 -0.188779 0.747443
1.28675187 -0.01336407 1.52445149 0.645193 -0.004145 0.764008
1.52159953 0.28989673 1.24824381 0.765280 0.145839 0.626958
0.16302635 1.48468935 1.30937767 0.079932 0.748456 0.658350
-1.55298364 0.11259928 1.23907304 -0.780077 0.055618 0.623206
-1.06314456 -0.95685387 1.38680589 -0.533136 -0.479655 0.696920
0.17773889 -1.46645617 1.32796001 0.089206 -0.738510 0.668315
0.26356071 -1.51646197 1.25805557 0.132722 -0.762036 0.633787
0.94226998 -1.05502021 1.40442979 0.471990 -0.528695 0.705483
0.96472311 -1.19802010 1.25822866 0.485368 -0.602931 0.633161
1.14387882 -1.02524400 1.26525652 0.573984 -0.513387 0.637947
1.31711149 -0.73841918 1.30228567 0.660101 -0.370381 0.653517
1.41872287 -0.64261407 1.23648298 0.713235 -0.321845 0.622665
1.66317558 0.07048324 1.08919168 0.835919 0.037429 0.547575
1.01907563 1.36942101 1.01573551 0.513511 0.687469 0.513511
0.82151735 1.42866588 1.12519455 0.410945 0.714616 0.566081
-0.68300295 1.45369005 1.17031085 -0.343241 0.730404 0.590505
-1.48114026 0.70332050 1.12029147 -0.746387 0.352867 0.564262
-1.56203675 -0.32858315 1.18970275 -0.784863 -0.164836 0.597343
-1.29409635 -0.96009952 1.16013849 -0.650499 -0.482412 0.586626
-1.09624982 -1.26732183 1.06708956 -0.550899 -0.638504 0.537422
-1.04750788 -1.34270763 1.02159953 -0.525604 -0.676736 0.515528
0.68920028 -1.43375742 1.19452918 0.346546 -0.720750 0.600354
1.02989388 -1.22919035 1.17373192 0.517346 -0.618456 0.591494
1.00422609 -1.35602605 1.04542279 0.504850 -0.682637 0.528331
1.64680636 -0.27733824 1.07293284 0.829483 -0.139966 0.540711
1.73346663 0.32872161 0.90937179 0.873469 0.165330 0.457949
1.61156034 0.77489763 0.86052048 0.813416 0.388330 0.433076
1.55914128 0.91296953 0.84558475 0.781889 0.456779 0.424268
0.95642734 1.43351817 0.99531716 0.480593 0.720057 0.500548
