//X Y Z Nx Ny Nz
203
0.05184490 0.38946468 1.95598924 0.024597 0.195606 0.980374
-0.27340722 -0.06317713 1.97877777 -0.137216 -0.032886 0.989995
-0.31999770 -0.08597299 1.96890175 -0.161422 -0.042968 0.985950
-0.02075787 -0.40753275 1.95320940 -0.010477 -0.203711 0.978975
0.73422843 0.09146058 1.85424173 0.365794 0.045888 0.929564
0.29303014 0.50148922 1.91026986 0.146924 0.250167 0.956990
-0.51205885 0.42642191 1.87959599 -0.255388 0.213974 0.942864
0.62007129 -0.03945652 1.89531696 0.310923 -0.018730 0.950251
0.70833004 0.70144200 1.73328340 0.355271 0.352195 0.865876
0.60420537 0.65380132 1.78424418 0.303002 0.329869 0.894079
0.37447140 0.72854871 1.81912053 0.187535 0.365048 0.911905
-0.81033063 0.39292473 1.77802610 -0.407229 0.197046 0.891817
-0.89992249 0.15647829 1.77124441 -0.453104 0.076210 0.888194
-0.80657077 -0.14909798 1.81775951 -0.403615 -0.074744 0.911871
-0.78268468 -0.30742002 1.80700612 -0.392945 -0.154625 0.906469
-0.72390920 -0.57979661 1.76396966 -0.365004 -0.289900 0.884721
-0.60315663 -0.61403763 1.80025315 -0.302576 -0.308480 0.901825
-0.30453348 -0.72985804 1.83183134 -0.152776 -0.365822 0.918060
-0.32658017 -0.90276456 1.74817765 -0.161868 -0.453523 0.876422
0.06107755 -0.95850527 1.74854827 0.031150 -0.480801 0.876276
0.77244860 -0.46761391 1.77878404 0.388593 -0.234929 0.890957
0.95512807 0.62561035 1.63287544 0.481054 0.313868 0.818580
0.66614294 0.99188793 1.59659147 0.333536 0.499506 0.799529
-0.37384018 0.95590299 1.70862663 -0.186219 0.481191 0.856608
-0.40013039 1.07911122 1.62513149 -0.199579 0.543892 0.815076
0.63378584 -0.93054467 1.64266539 0.319323 -0.470333 0.822690
1.24494028 0.37321874 1.51073098 0.623721 0.188495 0.758579
-0.61408544 1.11542070 1.53504241 -0.308332 0.560749 0.768434
0.47990358 -1.23993218 1.47871089 0.240491 -0.624020 0.743480
0.95833558 -0.86624134 1.51547766 0.480199 -0.434310 0.762091
1.50607920 0.01910003 1.30659342 0.754002 0.009720 0.656801
1.31644201 0.52515525 1.39686155 0.662440 0.265294 0.700566
0.83758748 1.26906812 1.28241479 0.420489 0.636551 0.646523
0.71190846 1.26396477 1.37042630 0.355585 0.634154 0.686591
0.08373348 1.54870522 1.24828494 0.040911 0.777316 0.627778
-0.18082684 1.52246296 1.26363289 -0.091840 0.765333 0.637049
-0.64040005 1.28676152 1.37767613 -0.322341 0.646302 0.691657
-1.08460641 0.95012951 1.37193120 -0.543619 0.476712 0.690814
-1.34385872 0.70637202 1.28796971 -0.675614 0.354983 0.646168
-1.36030245 -0.65747976 1.29201615 -0.683626 -0.329635 0.651150
-0.84684116 -1.16462898 1.37123144 -0.426628 -0.585992 0.688914
-0.55543762 -1.36430657 1.33267355 -0.279542 -0.685276 0.672497
-0.18737514 -1.54462242 1.23738182 -0.094747 -0.776929 0.622418
0.14378670 -1.50997913 1.28342843 0.073763 -0.759328 0.646514
1.37943625 -0.48862237 1.34600461 0.693438 -0.244836 0.677642
1.51856399 -0.29940617 1.25027776 0.763690 -0.149123 0.628124
-1.61798632 0.24453969 1.12252748 -0.815525 0.121961 0.565725
-1.62393868 -0.38783172 1.08538604 -0.815237 -0.195839 0.545010
-0.05674288 -1.67383540 1.07594538 -0.026145 -0.840757 0.540781
1.13333035 -1.20883238 1.10306060 0.569072 -0.606223 0.555563
1.50795960 -0.80352819 1.02500236 0.757472 -0.400822 0.515343
1.78688025 0.02522282 0.88208318 0.896697 0.014527 0.442406
0.90691477 1.60653162 0.76669288 0.454206 0.804088 0.383587
-0.72012228 1.61536252 0.89620858 -0.360762 0.815290 0.452939
-1.42040074 1.13964593 0.78847700 -0.716000 0.574446 0.396681
-1.55837297 -0.83055782 0.91745853 -0.782950 -0.416601 0.461989
-1.06298733 -1.44033682 0.85157520 -0.536339 -0.727771 0.427421
0.09438252 -1.82336462 0.78963703 0.049255 -0.917201 0.395368
1.43596971 -0.95421100 0.99409872 0.721653 -0.479443 0.499351
1.83421433 0.29190081 0.69205892 0.925929 0.145761 0.348438
1.36354125 1.32499242 0.59771562 0.684577 0.665248 0.297992
-1.01086128 1.59183216 0.62777245 -0.509032 0.800814 0.315568
-1.85235655 0.23756132 0.65968847 -0.935944 0.117840 0.331847
-1.48305321 -1.15694118 0.61996496 -0.750588 -0.583433 0.310200
-0.13768822 -1.85914397 0.67842776 -0.067079 -0.937792 0.340657
0.96248847 -1.66961658 0.53092420 0.480661 -0.836133 0.264286
1.47033644 -1.15548158 0.65258259 0.742440 -0.583923 0.328356
1.70272040 -0.82699907 0.59411144 0.858531 -0.416211 0.299488
1.40955305 1.38750625 0.27622330 0.704956 0.695937 0.136782
-0.08455870 1.96430159 0.29853520 -0.042654 0.987960 0.148713
-0.97757292 1.67197943 0.48592257 -0.488605 0.837828 0.243537
-1.30399752 1.46135771 0.32559973 -0.655416 0.737533 0.162713
-1.75490856 0.86517310 0.32957977 -0.885022 0.434518 0.167122
-1.94795871 0.25128579 0.27034643 -0.982930 0.125144 0.134864
-1.56478584 -1.17064548 0.32116002 -0.791508 -0.589485 0.161317
-1.15100670 -1.56022716 0.40012100 -0.580658 -0.789021 0.200702
-0.61413026 -1.82987809 0.46551135 -0.307514 -0.922541 0.233138
0.11424381 -1.96623898 0.26914772 0.058861 -0.989091 0.135033
0.57162386 -1.84838331 0.46130201 0.287250 -0.929671 0.230649
1.24916673 -1.45861769 0.50587726 0.629815 -0.733995 0.254136
1.96125495 0.17948918 0.23060861 0.989214 0.089929 0.115622
1.63271797 1.11072636 0.17543329 0.824165 0.559512 0.087738
0.37984684 1.93318188 0.25647670 0.190629 0.973346 0.127507
-1.62675524 -1.11328435 0.22426656 -0.820240 -0.560910 0.112182
-1.44363379 -1.35522079 0.19346459 -0.725533 -0.681561 0.095272
-1.04539001 -1.67739689 0.24203561 -0.522907 -0.843351 0.123808
-1.15406144 -1.60756397 0.07656477 -0.580823 -0.813152 0.037788
0.48153740 -1.91980219 0.25635201 0.240218 -0.962170 0.128549
0.17143109 -1.97183871 0.08531608 0.086692 -0.995315 0.042797
0.96734786 -1.72847795 0.24308608 0.481997 -0.867595 0.122298
1.25096810 -1.52934718 0.12365989 0.632034 -0.772486 0.061627
1.85453928 -0.69110036 0.07765431 0.936044 -0.349887 0.037442
1.84687960 0.71200049 -0.06347306 0.932123 0.360697 -0.032320
1.71353459 1.00807774 -0.15038650 0.859603 0.505070 -0.077378
1.19019866 1.57890320 -0.08794042 0.602279 0.796927 -0.046546
0.25716969 1.96225941 -0.05925054 0.129376 0.991130 -0.030375
-1.90296257 0.55429006 -0.19488098 -0.955902 0.277016 -0.097541
-1.97083950 0.21046504 -0.02215736 -0.994357 0.105413 -0.011954
-1.95161939 -0.35466018 -0.02576476 -0.983446 -0.180586 -0.014953
-1.41531491 -1.40547001 -0.06846301 -0.708077 -0.705251 -0.035333
-1.27714086 -1.51511395 -0.05224419 -0.643950 -0.764603 -0.026656
0.46994108 -1.92888451 -0.14107609 0.235753 -0.969208 -0.071100
0.76416945 -1.82366669 -0.08627569 0.387156 -0.920982 -0.043605
1.83054757 -0.76057053 -0.00964144 0.923324 -0.383969 -0.006421
1.84918869 -0.69646668 -0.12212263 0.934044 -0.351749 -0.061918
1.89761972 0.32964039 -0.47155717 0.957083 0.165930 -0.237611
1.83202899 0.70212877 -0.28467566 0.924093 0.354352 -0.143130
1.63792789 1.04480314 -0.41537702 0.824562 0.525830 -0.208808
0.21928677 1.90411007 -0.51196730 0.110111 0.959907 -0.257789
-0.59516281 1.86516440 -0.33700988 -0.298437 0.939319 -0.169160
-0.67799830 1.80860102 -0.44125402 -0.341766 0.912818 -0.223518
-1.12005270 1.61298990 -0.28341389 -0.563567 0.813380 -0.144237
-1.87635970 0.57342112 -0.32675290 -0.943568 0.287291 -0.164750
-1.82362342 -0.65185767 -0.42160308 -0.920802 -0.326920 -0.212712
-1.38845670 -1.37483037 -0.40021968 -0.695922 -0.689722 -0.199942
-1.14176130 -1.58384192 -0.33366200 -0.574450 -0.800612 -0.170375
-0.96981013 -1.71590734 -0.30924475 -0.485100 -0.860283 -0.156815
-0.45987338 -1.91443408 -0.30082908 -0.229561 -0.961533 -0.150854
1.32668531 -1.41508031 -0.44173279 0.667485 -0.711254 -0.220411
1.87973893 -0.50934881 -0.43525231 0.942304 -0.255236 -0.216606
1.95770454 -0.03732494 -0.36296308 0.983257 -0.017331 -0.181400
